Player,Year,Team, Salary 
Luol Deng,2013,Chicago Bulls,"  13,305,000 "
Joakim Noah,2013,Chicago Bulls,"  11,300,000 "
Richard Hamilton,2013,Chicago Bulls,"  5,000,000 "
Kirk Hinrich,2013,Chicago Bulls,"  3,941,000 "
Taj Gibson,2013,Chicago Bulls,"  2,155,811 "
Marco Belinelli,2013,Chicago Bulls,"  1,957,000 "
C.J. Miles,2013,Cleveland Cavaliers,"  2,225,000 "
Nazr Mohammed,2013,Chicago Bulls,"  1,352,181 "
Nate Robinson,2013,Chicago Bulls,"  1,146,337 "
Jimmy Butler,2013,Chicago Bulls,"  1,097,520 "
Marquis Teague,2013,Chicago Bulls,"  1,028,400 "
Daequan Cook,2013,Chicago Bulls,"  589,769 "
Baron Davis,2013,Cleveland Cavaliers,"  14,850,000 "
Anderson Varejao,2013,Cleveland Cavaliers,"  8,368,182 "
Luke Walton,2013,Cleveland Cavaliers,"  6,091,363 "
Kyrie Irving,2013,Cleveland Cavaliers,"  5,530,080 "
Daniel Gibson,2013,Cleveland Cavaliers,"  4,792,332 "
Marreese Speights,2013,Cleveland Cavaliers,"  4,200,000 "
Tristan Thompson,2013,Cleveland Cavaliers,"  4,006,080 "
Dion Waiters,2013,Cleveland Cavaliers,"  3,726,600 "
Alonzo Gee,2013,Cleveland Cavaliers,"  3,500,000 "
Vladimir Radmanovic,2013,Chicago Bulls,"  1,352,181 "
Chris Bosh,2013,Miami Heat,"  17,545,000 "
Paul Millsap,2013,Utah Jazz,"  8,603,633 "
Dwyane Wade,2013,Miami Heat,"  17,182,000 "
Shawne Williams,2013,Portland Trailblazers,"  2,600,000 "
Eric Maynor,2013,Portland Trailblazers,"  2,338,721 "
Meyers Leonard,2013,Portland Trailblazers,"  2,126,520 "
Luke Babbitt,2013,Portland Trailblazers,"  1,892,280 "
Jared Jeffries,2013,Portland Trailblazers,"  1,475,106 "
Elliot Williams,2013,Portland Trailblazers,"  1,442,880 "
Nolan Smith,2013,Portland Trailblazers,"  1,404,960 "
Victor Claver,2013,Portland Trailblazers,"  1,300,000 "
Sasha Pavlovic,2013,Portland Trailblazers,"  1,232,713 "
Ronnie Price,2013,Portland Trailblazers,"  1,146,337 "
Will Barton,2013,Portland Trailblazers,"  550,000 "
John Salmons,2013,Sacramento Kings,"  8,083,000 "
Marcus Thornton,2013,Sacramento Kings,"  7,525,000 "
Chuck Hayes,2013,Sacramento Kings,"  5,486,250 "
Tyreke Evans,2013,Sacramento Kings,"  5,251,825 "
Jason Thompson,2013,Sacramento Kings,"  5,250,000 "
DeMarcus Cousins,2013,Sacramento Kings,"  3,880,800 "
Aaron Brooks,2013,Sacramento Kings,"  3,250,000 "
Travis Outlaw,2013,Sacramento Kings,"  3,000,000 "
James Johnson,2013,Sacramento Kings,"  2,812,006 "
Cole Aldrich,2013,Sacramento Kings,"  2,445,480 "
Jimmer Fredette,2013,Sacramento Kings,"  2,406,240 "
Patrick Patterson,2013,Sacramento Kings,"  2,096,760 "
Toney Douglas,2013,Sacramento Kings,"  2,067,880 "
Isaiah Thomas,2013,Sacramento Kings,"  762,195 "
Manu Ginobili,2013,San Antonio Spurs,"  14,107,492 "
Tony Parker,2013,San Antonio Spurs,"  12,500,000 "
Joel Freeland,2013,Portland Trailblazers,"  3,013,512 "
Damian Lillard,2013,Portland Trailblazers,"  3,065,040 "
J.J. Hickson,2013,Portland Trailblazers,"  4,000,000 "
Wesley Matthews,2013,Portland Trailblazers,"  6,505,320 "
Damien Wilkins,2013,Philadelphia 76ers,"  1,223,166 "
Royal Ivey,2013,Philadelphia 76ers,"  1,223,166 "
Arnett Moultrie,2013,Philadelphia 76ers,"  1,042,320 "
Charles Jenkins,2013,Philadelphia 76ers,"  762,195 "
Jeremy Pargo,2013,Philadelphia 76ers,"  443,867 "
Maalik Wayns,2013,Philadelphia 76ers,"  217,301 "
Shelvin Mack,2013,Philadelphia 76ers,"  89,670 "
Goran Dragic,2013,Phoenix Suns,"  7,500,000 "
Marcin Gortat,2013,Phoenix Suns,"  7,258,960 "
Josh Childress,2013,Phoenix Suns,"  7,000,000 "
Channing Frye,2013,Phoenix Suns,"  6,000,000 "
Michael Beasley,2013,Phoenix Suns,"  5,750,000 "
Wesley Johnson,2013,Phoenix Suns,"  4,285,560 "
Stephen Jackson,2013,San Antonio Spurs,"  10,059,750 "
Jared Dudley,2013,Phoenix Suns,"  4,250,000 "
Shannon Brown,2013,Phoenix Suns,"  3,500,000 "
Markieff Morris,2013,Phoenix Suns,"  2,063,040 "
Marcus Morris,2013,Phoenix Suns,"  1,959,960 "
Kendall Marshall,2013,Phoenix Suns,"  1,919,160 "
Jermaine O'Neal,2013,Phoenix Suns,"  1,352,181 "
Hamed Haddadi,2013,Phoenix Suns,"  1,300,000 "
Brad Miller,2013,Phoenix Suns,"  848,000 "
P.J. Tucker,2013,Phoenix Suns,"  762,195 "
Diante Garrett,2013,Phoenix Suns,"  473,604 "
Luke Zeller,2013,Phoenix Suns,"  473,604 "
Brandon Roy,2013,Portland Trailblazers,"  16,359,805 "
LaMarcus Aldridge,2013,Portland Trailblazers,"  13,500,000 "
Nicolas Batum,2013,Portland Trailblazers,"  10,850,000 "
Luis Scola,2013,Phoenix Suns,"  4,148,510 "
Tim Duncan,2013,San Antonio Spurs,"  9,638,554 "
Boris Diaw,2013,San Antonio Spurs,"  4,500,000 "
Tiago Splitter,2013,San Antonio Spurs,"  3,944,000 "
Randy Foye,2013,Utah Jazz,"  2,500,000 "
Alec Burks,2013,Utah Jazz,"  2,171,640 "
Earl Watson,2013,Utah Jazz,"  2,000,000 "
Jeremy Evans,2013,Utah Jazz,"  1,794,872 "
Jamaal Tinsley,2013,Utah Jazz,"  1,352,181 "
DeMarre Carroll,2013,Utah Jazz,"  885,120 "
Kevin Murphy,2013,Utah Jazz,"  473,604 "
Emeka Okafor,2013,Washington Wizards,"  13,490,000 "
Nene Hilario,2013,Washington Wizards,"  13,000,000 "
Trevor Ariza,2013,Washington Wizards,"  7,258,960 "
Andray Blatche,2013,Washington Wizards,"  7,118,502 "
John Wall,2013,Washington Wizards,"  5,915,880 "
Bradley Beal,2013,Washington Wizards,"  4,133,280 "
Gordon Hayward,2013,Utah Jazz,"  2,709,720 "
Jan Vesely,2013,Washington Wizards,"  3,294,960 "
Martell Webster,2013,Washington Wizards,"  1,600,000 "
Chris Singleton,2013,Washington Wizards,"  1,596,360 "
Trevor Booker,2013,Washington Wizards,"  1,385,280 "
Jason Collins,2013,Washington Wizards,"  1,352,181 "
Leandro Barbosa,2013,Washington Wizards,"  1,229,255 "
Cartier Martin,2013,Washington Wizards,"  915,852 "
A.J. Price,2013,Washington Wizards,"  885,120 "
Garrett Temple,2013,Washington Wizards,"  572,943 "
Earl Barron,2013,Washington Wizards,"  358,600 "
Shaun Livingston,2013,Washington Wizards,"  256,240 "
Jannero Pargo,2013,Washington Wizards,"  115,122 "
LeBron James,2013,Miami Heat,"  17,545,000 "
Shelvin Mack,2013,Washington Wizards,"  67,253 "
Kevin Seraphin,2013,Washington Wizards,"  1,797,600 "
Jrue Holiday,2013,Philadelphia 76ers,"  2,674,852 "
Raja Bell,2013,Utah Jazz,"  3,480,000 "
Derrick Favors,2013,Utah Jazz,"  4,753,320 "
Matt Bonner,2013,San Antonio Spurs,"  3,630,000 "
Kawhi Leonard,2013,San Antonio Spurs,"  1,861,920 "
Nando De Colo,2013,San Antonio Spurs,"  1,400,000 "
Cory Joseph,2013,San Antonio Spurs,"  1,105,560 "
Patty Mills,2013,San Antonio Spurs,"  1,085,120 "
DeJuan Blair,2013,San Antonio Spurs,"  1,054,000 "
Gary Neal,2013,San Antonio Spurs,"  854,389 "
Aron Baynes,2013,San Antonio Spurs,"  401,170 "
James Anderson,2013,San Antonio Spurs,"  145,749 "
Rudy Gay,2013,Toronto Raptors,"  16,460,538 "
Andrea Bargnani,2013,Toronto Raptors,"  10,000,000 "
Landry Fields,2013,Toronto Raptors,"  6,250,000 "
Amir Johnson,2013,Toronto Raptors,"  6,000,000 "
Enes Kanter,2013,Utah Jazz,"  4,443,360 "
Kyle Lowry,2013,Toronto Raptors,"  5,750,000 "
Jonas Valanciunas,2013,Toronto Raptors,"  3,627,720 "
DeMar DeRozan,2013,Toronto Raptors,"  3,344,250 "
Aaron Gray,2013,Toronto Raptors,"  2,575,000 "
Terrence Ross,2013,Toronto Raptors,"  2,563,320 "
Sebastian Telfair,2013,Toronto Raptors,"  1,567,500 "
John Lucas III,2013,Toronto Raptors,"  1,500,000 "
Mickael Pietrus,2013,Toronto Raptors,"  1,005,097 "
Alan Anderson,2013,Toronto Raptors,"  885,120 "
Quincy Acy,2013,Toronto Raptors,"  665,000 "
Dominic McGuire,2013,Toronto Raptors,"  181,018 "
Al Jefferson,2013,Utah Jazz,"  15,000,000 "
Mo Williams,2013,Utah Jazz,"  8,500,000 "
Marvin Williams,2013,Utah Jazz,"  8,287,500 "
Linas Kleiza,2013,Toronto Raptors,"  4,600,000 "
Kwame Brown,2013,Philadelphia 76ers,"  2,819,044 "
Danny Green,2013,San Antonio Spurs,"  3,500,000 "
Dorell Wright,2013,Philadelphia 76ers,"  4,106,000 "
Brandon Roy,2013,Minnesota Timberwolves,"  5,100,000 "
Derrick Williams,2013,Minnesota Timberwolves,"  4,947,840 "
Nikola Pekovic,2013,Minnesota Timberwolves,"  4,837,200 "
J.J. Barea,2013,Minnesota Timberwolves,"  4,493,500 "
Luke Ridnour,2013,Minnesota Timberwolves,"  4,000,000 "
Ricky Rubio,2013,Minnesota Timberwolves,"  3,741,120 "
Alexey Shved,2013,Minnesota Timberwolves,"  2,934,610 "
Greg Stiemsma,2013,Minnesota Timberwolves,"  2,575,000 "
Dante Cunningham,2013,Minnesota Timberwolves,"  2,090,000 "
Josh Howard,2013,Minnesota Timberwolves,"  1,229,255 "
Lou Amundson,2013,Minnesota Timberwolves,"  1,069,509 "
Chase Budinger,2013,Minnesota Timberwolves,"  885,120 "
Malcolm Lee,2013,Minnesota Timberwolves,"  762,195 "
Andrei Kirilenko,2013,Minnesota Timberwolves,"  9,779,349 "
Martell Webster,2013,Minnesota Timberwolves,"  600,000 "
Mickael Gelabale,2013,Minnesota Timberwolves,"  447,298 "
Will Conroy,2013,Minnesota Timberwolves,"  85,439 "
Lazar Hayward,2013,Minnesota Timberwolves,"  80,413 "
Rashard Lewis,2013,New Orleans Hornets,"  13,700,000 "
Eric Gordon,2013,New Orleans Hornets,"  13,668,750 "
Ryan Anderson,2013,New Orleans Hornets,"  8,700,000 "
Anthony Davis,2013,New Orleans Hornets,"  5,144,280 "
Robin Lopez,2013,New Orleans Hornets,"  4,899,293 "
Matt Carroll,2013,New Orleans Hornets,"  3,500,000 "
Al-Farouq Aminu,2013,New Orleans Hornets,"  2,947,800 "
Jason Smith,2013,New Orleans Hornets,"  2,500,000 "
Xavier Henry,2013,New Orleans Hornets,"  2,323,200 "
Austin Rivers,2013,New Orleans Hornets,"  2,238,360 "
Chris Johnson,2013,Minnesota Timberwolves,"  447,298 "
Roger Mason,2013,New Orleans Hornets,"  1,223,116 "
Kevin Love,2013,Minnesota Timberwolves,"  13,668,750 "
Marquis Daniels,2013,Milwaukee Bucks,"  1,229,255 "
Mike Miller,2013,Miami Heat,"  5,800,000 "
Udonis Haslem,2013,Miami Heat,"  4,060,000 "
Lavoy Allen,2013,Philadelphia 76ers,"  3,000,000 "
Mario Chalmers,2013,Miami Heat,"  4,000,000 "
Joel Anthony,2013,Miami Heat,"  3,750,000 "
Shane Battier,2013,Miami Heat,"  3,135,000 "
Ray Allen,2013,Miami Heat,"  3,090,000 "
James Jones,2013,Miami Heat,"  1,757,161 "
James Jones,2013,Miami Heat,"  1,500,000 "
Rashard Lewis,2013,Miami Heat,"  1,352,181 "
Norris Cole,2013,Miami Heat,"  1,035,960 "
Chris Andersen,2013,Miami Heat,"  699,952 "
Josh Harrellson,2013,Miami Heat,"  354,197 "
Ish Smith,2013,Milwaukee Bucks,"  854,389 "
Jarvis Varnado,2013,Miami Heat,"  275,805 "
Monta Ellis,2013,Milwaukee Bucks,"  11,000,000 "
Ersan Ilyasova,2013,Milwaukee Bucks,"  7,900,000 "
Samuel Dalembert,2013,Milwaukee Bucks,"  6,698,565 "
Drew Gooden,2013,Milwaukee Bucks,"  6,687,400 "
J.J. Redick,2013,Milwaukee Bucks,"  6,190,000 "
Luc Mbah a Moute,2013,Milwaukee Bucks,"  4,795,192 "
Mike Dunleavy,2013,Milwaukee Bucks,"  3,750,000 "
Ekpe Udoh,2013,Milwaukee Bucks,"  3,524,880 "
Brandon Jennings,2013,Milwaukee Bucks,"  3,179,493 "
Larry Sanders,2013,Milwaukee Bucks,"  1,991,760 "
John Henson,2013,Milwaukee Bucks,"  1,823,280 "
Gustavo Ayon,2013,Milwaukee Bucks,"  1,500,000 "
Joel Przybilla,2013,Milwaukee Bucks,"  1,352,181 "
Terrel Harris,2013,Miami Heat,"  186,656 "
Greivis Vasquez,2013,New Orleans Hornets,"  1,191,240 "
Darko Milicic,2013,Minnesota Timberwolves,"  5,228,000 "
Brian Roberts,2013,New Orleans Hornets,"  473,604 "
DeAndre Liggins,2013,Oklahoma City Thunder,"  762,195 "
Daniel Orton,2013,Oklahoma City Thunder,"  757,712 "
Derek Fisher,2013,Oklahoma City Thunder,"  413,608 "
Gilbert Arenas,2013,Orlando Magic,"  20,807,922 "
Hedo Turkoglu,2013,Orlando Magic,"  11,815,850 "
Jameer Nelson,2013,Orlando Magic,"  8,600,000 "
Arron Afflalo,2013,Orlando Magic,"  7,750,000 "
Beno Udrih,2013,Orlando Magic,"  7,372,000 "
Al Harrington,2013,Orlando Magic,"  6,687,400 "
Glen Davis,2013,Orlando Magic,"  6,400,000 "
Hakim Warrick,2013,Orlando Magic,"  4,000,000 "
Nikola Vucevic,2013,Orlando Magic,"  1,768,800 "
Maurice Harkless,2013,Orlando Magic,"  1,731,960 "
Tobias Harris,2013,Orlando Magic,"  1,524,480 "
Andrew Nicholson,2013,Orlando Magic,"  1,418,160 "
Christian Eyenga,2013,Orlando Magic,"  1,174,080 "
Kyle O'Quinn,2013,Orlando Magic,"  788,872 "
E'Twaun Moore,2013,Orlando Magic,"  762,195 "
Justin Harper,2013,Orlando Magic,"  762,195 "
Doron Lamb,2013,Orlando Magic,"  650,000 "
DeQuan Jones,2013,Orlando Magic,"  473,504 "
Andrew Bynum,2013,Philadelphia 76ers,"  16,889,000 "
Elton Brand,2013,Philadelphia 76ers,"  16,059,854 "
Spencer Hawes,2013,Philadelphia 76ers,"  8,500,000 "
Thaddeus Young,2013,Philadelphia 76ers,"  8,289,130 "
Lance Thomas,2013,New Orleans Hornets,"  762,195 "
Jason Richardson,2013,Philadelphia 76ers,"  5,799,625 "
Nick Young,2013,Philadelphia 76ers,"  5,600,000 "
Evan Turner,2013,Philadelphia 76ers,"  5,293,080 "
Perry Jones,2013,Oklahoma City Thunder,"  1,035,960 "
Ronnie Brewer,2013,Oklahoma City Thunder,"  1,069,509 "
Quentin Richardson,2013,Orlando Magic,"  2,627,400 "
Jason Kidd,2013,New York Knicks,"  3,090,000 "
Donald Sloan,2013,New Orleans Hornets,"  44,835 "
Hasheem Thabeet,2013,Oklahoma City Thunder,"  1,200,000 "
Amar'e Stoudemire,2013,New York Knicks,"  19,948,799 "
Carmelo Anthony,2013,New York Knicks,"  19,450,000 "
Tyson Chandler,2013,New York Knicks,"  13,604,188 "
Marcus Camby,2013,New York Knicks,"  4,590,338 "
Steve Novak,2013,New York Knicks,"  4,054,055 "
Raymond Felton,2013,New York Knicks,"  3,480,453 "
J.R. Smith,2013,New York Knicks,"  2,806,452 "
Iman Shumpert,2013,New York Knicks,"  1,680,360 "
Renaldo Balkman,2013,New York Knicks,"  1,675,000 "
Dominic McGuire,2013,New Orleans Hornets,"  110,947 "
Rasheed Wallace,2013,New York Knicks,"  1,352,181 "
James White,2013,New York Knicks,"  854,389 "
Kurt Thomas,2013,New York Knicks,"  1,352,181 "
Nick Collison,2013,Oklahoma City Thunder,"  2,929,332 "
Pablo Prigioni,2013,New York Knicks,"  473,604 "
Kenyon Martin,2013,New York Knicks,"  437,470 "
Kevin Durant,2013,Oklahoma City Thunder,"  16,669,630 "
Russell Westbrook,2013,Oklahoma City Thunder,"  13,668,750 "
Kevin Martin,2013,Oklahoma City Thunder,"  12,439,675 "
Kendrick Perkins,2013,Oklahoma City Thunder,"  7,800,531 "
Thabo Sefolosha,2013,Oklahoma City Thunder,"  3,600,000 "
Chris Copeland,2013,New York Knicks,"  473,604 "
Serge Ibaka,2013,Oklahoma City Thunder,"  2,253,062 "
Darius Miller,2013,New Orleans Hornets,"  473,604 "
Jeremy Lamb,2013,Oklahoma City Thunder,"  2,020,200 "
Reggie Jackson,2013,Oklahoma City Thunder,"  1,243,080 "
Ronnie Brewer,2014,Houston Rockets,"  1,186,459 "
Omri Casspi,2014,Houston Rockets,"  947,907 "
Greg Smith,2014,Houston Rockets,"  884,293 "
Chandler Parsons,2014,Houston Rockets,"  926,500 "
Reggie Williams,2014,Houston Rockets,"  947,907 "
Jordan Hamilton,2014,Houston Rockets,"  1,234,320 "
Chris Copeland,2014,Indiana Pacers,"  3,000,000 "
Donatas Motiejunas,2014,Houston Rockets,"  1,422,720 "
Terrence Jones,2014,Houston Rockets,"  1,551,840 "
Luis Scola,2014,Houston Rockets,"  5,724,622 "
Patrick Beverley,2014,Houston Rockets,"  788,872 "
Omer Asik,2014,Houston Rockets,"  8,374,646 "
Jeremy Lin,2014,Houston Rockets,"  8,374,646 "
Francisco Garcia,2014,Houston Rockets,"  1,265,977 "
Isaiah Canaan,2014,Houston Rockets,"  570,515 "
Paul George,2014,Indiana Pacers,"  3,282,003 "
Troy Daniels,2014,Houston Rockets,"  158,588 "
Dexter Pittman,2014,Houston Rockets,"  32,333 "
Josh Powell,2014,Houston Rockets,"  6,511 "
Rasual Butler,2014,Indiana Pacers,"  1,399,507 "
Roy Hibbert,2014,Indiana Pacers,"  14,283,844 "
David West,2014,Indiana Pacers,"  12,000,000 "
George Hill,2014,Indiana Pacers,"  8,000,000 "
Evan Turner,2014,Indiana Pacers,"  6,679,867 "
Luis Scola,2014,Indiana Pacers,"  4,508,504 "
Ian Mahinmi,2014,Indiana Pacers,"  4,000,000 "
Lavoy Allen,2014,Indiana Pacers,"  3,060,000 "
James Harden,2014,Houston Rockets,"  13,701,250 "
C.J. Watson,2014,Indiana Pacers,"  2,016,000 "
Robert Covington,2014,Houston Rockets,"  490,180 "
Dwight Howard,2014,Houston Rockets,"  20,513,178 "
Rodney Stuckey,2014,Detroit Pistons,"  8,500,000 "
Hilton Armstrong,2014,Golden State Warriors,"  284,053 "
Aaron Brooks,2014,Denver Nuggets,"  947,907 "
Quincy Miller,2014,Denver Nuggets,"  788,872 "
Solomon Hill,2014,Indiana Pacers,"  1,246,680 "
Josh Smith,2014,Detroit Pistons,"  13,500,000 "
Charlie Villanueva,2014,Detroit Pistons,"  8,580,000 "
Brandon Jennings,2014,Detroit Pistons,"  7,655,503 "
Jonas Jerebko,2014,Detroit Pistons,"  4,500,000 "
Greg Monroe,2014,Detroit Pistons,"  4,086,454 "
Will Bynum,2014,Detroit Pistons,"  2,790,343 "
Kentavious Caldwell-Pope,2014,Detroit Pistons,"  2,653,080 "
Chauncey Billups,2014,Detroit Pistons,"  2,500,000 "
Andre Drummond,2014,Detroit Pistons,"  2,462,400 "
Luigi Datome,2014,Detroit Pistons,"  1,750,000 "
Kyle Singler,2014,Detroit Pistons,"  1,045,000 "
Josh Harrellson,2014,Detroit Pistons,"  884,293 "
Tony Mitchell,2014,Detroit Pistons,"  500,000 "
Peyton Siva,2014,Detroit Pistons,"  490,180 "
Ognjen Kuzmic,2014,Golden State Warriors,"  490,180 "
Draymond Green,2014,Golden State Warriors,"  875,500 "
Nemanja Nedovic,2014,Golden State Warriors,"  1,056,720 "
Festus Ezeli,2014,Golden State Warriors,"  1,066,920 "
Jermaine O'Neal,2014,Golden State Warriors,"  2,000,000 "
Jordan Crawford,2014,Golden State Warriors,"  2,162,419 "
Dewayne Dedmon,2014,Golden State Warriors,"  49,018 "
Klay Thompson,2014,Golden State Warriors,"  2,445,480 "
Marreese Speights,2014,Golden State Warriors,"  3,500,000 "
Steve Blake,2014,Golden State Warriors,"  4,000,000 "
Stephen Curry,2014,Golden State Warriors,"  9,887,642 "
Andre Iguodala,2014,Golden State Warriors,"  12,868,632 "
David Lee,2014,Golden State Warriors,"  13,878,000 "
Andrew Bogut,2014,Golden State Warriors,"  14,000,000 "
Harrison Barnes,2014,Golden State Warriors,"  2,923,920 "
Lance Stephenson,2014,Indiana Pacers,"  1,005,000 "
LeBron James,2014,Miami Heat,"  19,067,500 "
Donald Sloan,2014,Indiana Pacers,"  884,293 "
Ryan Kelly,2014,Los Angeles Lakers,"  490,180 "
Shawne Williams,2014,Los Angeles Lakers,"  483,494 "
Manny Harris,2014,Los Angeles Lakers,"  104,034 "
Elias Harris,2014,Los Angeles Lakers,"  86,502 "
Zach Randolph,2014,Memphis Grizzlies,"  18,238,333 "
Marc Gasol,2014,Memphis Grizzlies,"  14,860,523 "
Mike Conley,2014,Memphis Grizzlies,"  8,600,001 "
Tayshaun Prince,2014,Memphis Grizzlies,"  7,235,955 "
Courtney Lee,2014,Memphis Grizzlies,"  5,225,000 "
Tony Allen,2014,Memphis Grizzlies,"  4,494,383 "
Ed Davis,2014,Memphis Grizzlies,"  3,153,860 "
Kosta Koufos,2014,Memphis Grizzlies,"  3,000,000 "
Quincy Pondexter,2014,Memphis Grizzlies,"  2,225,479 "
Mike Miller,2014,Memphis Grizzlies,"  1,399,507 "
Kendall Marshall,2014,Los Angeles Lakers,"  547,570 "
Fab Melo,2014,Memphis Grizzlies,"  1,311,240 "
James Johnson,2014,Memphis Grizzlies,"  680,263 "
Jamaal Franklin,2014,Memphis Grizzlies,"  535,000 "
Nick Calathes,2014,Memphis Grizzlies,"  490,180 "
Beno Udrih,2014,Memphis Grizzlies,"  374,200 "
Darius Morris,2014,Memphis Grizzlies,"  52,017 "
Seth Curry,2014,Memphis Grizzlies,"  31,718 "
Chris Bosh,2014,Miami Heat,"  19,067,500 "
Dwyane Wade,2014,Miami Heat,"  18,673,000 "
Mike Miller,2014,Miami Heat,"  6,200,000 "
Udonis Haslem,2014,Miami Heat,"  4,340,000 "
Mario Chalmers,2014,Miami Heat,"  4,000,000 "
Shane Battier,2014,Miami Heat,"  3,270,000 "
Ray Allen,2014,Miami Heat,"  3,229,050 "
Evan Fournier,2014,Denver Nuggets,"  1,422,720 "
Jon Leuer,2014,Memphis Grizzlies,"  900,000 "
Robert Sacre,2014,Los Angeles Lakers,"  788,872 "
Kent Bazemore,2014,Los Angeles Lakers,"  788,872 "
Xavier Henry,2014,Los Angeles Lakers,"  916,099 "
Orlando Johnson,2014,Indiana Pacers,"  788,872 "
Chris Paul,2014,Los Angeles Clippers,"  18,686,431 "
Blake Griffin,2014,Los Angeles Clippers,"  16,441,500 "
DeAndre Jordan,2014,Los Angeles Clippers,"  10,986,550 "
J.J. Redick,2014,Los Angeles Clippers,"  6,500,000 "
Jamal Crawford,2014,Los Angeles Clippers,"  5,225,000 "
Jared Dudley,2014,Los Angeles Clippers,"  4,250,000 "
Matt Barnes,2014,Los Angeles Clippers,"  3,250,000 "
Darren Collison,2014,Los Angeles Clippers,"  1,900,000 "
Willie Green,2014,Los Angeles Clippers,"  1,399,507 "
Ryan Hollins,2014,Los Angeles Clippers,"  1,186,459 "
Reggie Bullock,2014,Los Angeles Clippers,"  1,149,000 "
Hedo Turkoglu,2014,Los Angeles Clippers,"  749,148 "
Maalik Wayns,2014,Los Angeles Clippers,"  361,953 "
Danny Granger,2014,Los Angeles Clippers,"  357,452 "
Glen Davis,2014,Los Angeles Clippers,"  338,594 "
Stephen Jackson,2014,Los Angeles Clippers,"  255,204 "
Wesley Johnson,2014,Los Angeles Lakers,"  916,099 "
Nick Young,2014,Los Angeles Lakers,"  1,106,941 "
Jordan Farmar,2014,Los Angeles Lakers,"  1,106,941 "
MarShon Brooks,2014,Los Angeles Lakers,"  1,276,560 "
Chris Duhon,2014,Los Angeles Lakers,"  1,500,000 "
Jodie Meeks,2014,Los Angeles Lakers,"  1,550,000 "
Andrew Bynum,2014,Indiana Pacers,"  1,000,000 "
Chris Kaman,2014,Los Angeles Lakers,"  3,183,000 "
Metta World Peace,2014,Los Angeles Lakers,"  7,727,280 "
Steve Nash,2014,Los Angeles Lakers,"  9,300,500 "
Pau Gasol,2014,Los Angeles Lakers,"  19,285,850 "
Kobe Bryant,2014,Los Angeles Lakers,"  30,453,805 "
Sasha Vujacic,2014,Los Angeles Clippers,"  69,792 "
Darius Morris,2014,Los Angeles Clippers,"  104,034 "
Jordan Hill,2014,Los Angeles Lakers,"  3,500,000 "
Kenneth Faried,2014,Denver Nuggets,"  1,442,880 "
John Jenkins,2014,Atlanta Hawks,"  1,258,800 "
Nate Robinson,2014,Denver Nuggets,"  2,016,000 "
Vander Blue,2014,Boston Celtics,"  28,834 "
Joe Johnson,2014,Brooklyn Nets,"  21,466,718 "
Deron Williams,2014,Brooklyn Nets,"  18,466,130 "
Paul Pierce,2014,Brooklyn Nets,"  15,333,334 "
Brook Lopez,2014,Brooklyn Nets,"  14,693,906 "
Kevin Garnett,2014,Brooklyn Nets,"  12,433,735 "
Marcus Thornton,2014,Brooklyn Nets,"  8,050,000 "
Travis Outlaw,2014,Brooklyn Nets,"  4,000,000 "
Mirza Teletovic,2014,Brooklyn Nets,"  3,229,050 "
Andrei Kirilenko,2014,Brooklyn Nets,"  3,183,000 "
Andray Blatche,2014,Brooklyn Nets,"  1,375,604 "
Mason Plumlee,2014,Brooklyn Nets,"  1,298,640 "
Shaun Livingston,2014,Brooklyn Nets,"  1,265,977 "
Marquis Teague,2014,Brooklyn Nets,"  1,074,720 "
Chris Babb,2014,Boston Celtics,"  138,404 "
Alan Anderson,2014,Brooklyn Nets,"  947,907 "
Jorge Gutierrez,2014,Brooklyn Nets,"  103,803 "
Al Jefferson,2014,Charlotte Bobcats,"  13,500,000 "
Ben Gordon,2014,Charlotte Bobcats,"  13,200,000 "
Tyrus Thomas,2014,Charlotte Bobcats,"  8,694,215 "
Gerald Henderson,2014,Charlotte Bobcats,"  6,000,000 "
Michael Kidd-Gilchrist,2014,Charlotte Bobcats,"  4,809,840 "
Luke Ridnour,2014,Charlotte Bobcats,"  4,320,000 "
Cody Zeller,2014,Charlotte Bobcats,"  3,857,040 "
Gary Neal,2014,Charlotte Bobcats,"  3,250,000 "
Bismack Biyombo,2014,Charlotte Bobcats,"  3,217,680 "
Kemba Walker,2014,Charlotte Bobcats,"  2,709,720 "
Josh McRoberts,2014,Charlotte Bobcats,"  2,652,000 "
Brendan Haywood,2014,Charlotte Bobcats,"  2,000,000 "
Jannero Pargo,2014,Charlotte Bobcats,"  1,399,507 "
Jason Collins,2014,Brooklyn Nets,"  436,317 "
Chris Johnson,2014,Boston Celtics,"  417,638 "
Ryan Gomes,2014,Boston Celtics,"  488,542 "
Phil Pressey,2014,Boston Celtics,"  490,180 "
Toney Douglas,2014,Miami Heat,"  1,600,000 "
Al Horford,2014,Atlanta Hawks,"  12,000,000 "
Paul Millsap,2014,Atlanta Hawks,"  9,500,000 "
Jeff Teague,2014,Atlanta Hawks,"  8,000,000 "
Kyle Korver,2014,Atlanta Hawks,"  6,760,563 "
Lou Williams,2014,Atlanta Hawks,"  5,225,000 "
Elton Brand,2014,Atlanta Hawks,"  4,000,000 "
DeMarre Carroll,2014,Atlanta Hawks,"  2,557,545 "
Dennis Schroder,2014,Atlanta Hawks,"  1,617,840 "
Gustavo Ayon,2014,Atlanta Hawks,"  1,500,000 "
